PipelineRange,CurrentOppAmt,IsWon,QualifiedAmt,OwnerTitle,SalesOffice,SalesRegion,Industry,NumerOfEmployees,AccountScore,OppId,IsClosed,DaysPushed,MonthsOpen,OppClosedDate
p10-12,596,0,NULL,Senior Account Executive,Tampa,Southern,Transportation,33,26,0064400000mpLSrAAM,1,0,10,12/31/2018
p4-6,1122,0,500,Director of Channel Sales,Partnership,Channel Sales,Retail,0,19,0064400000mpm4yAAA,1,113,4,7/23/2018
p13+,500,0,NULL,Account Executive,Inside Sales,SMB,Recreation,5,22,0064400000mpNmqAAE,1,0,32,10/31/2020
p0-3,48,1,NULL,Director of Channel Sales,Partnership,Channel Sales,Apparel,11800,94,0064400000mpNQkAAM,1,30,2,4/30/2018
p13+,250,0,NULL,Account Executive,Grand Rapids,Mid Western,Retail,140,37,0064400000mpNvYAAU,1,90,13,3/31/2019
p4-6,228,1,500,Senior Account Executive,Raleigh,Coastal,Education,205,26,0064400000mpOcNAAU,1,123,5,7/31/2018
p13+,260,0,500,Senior Account Executive,Houston,Red River,Construction,300,33,0064400000mpGBMAA2,1,572,20,10/24/2019
p0-3,1368,0,1368,Internal Accounts Manager,Support,Customer Success,Utilities,200,24,0064400000mpGLqAAM,1,0,1,3/5/2018
p0-3,67,1,67,Senior Account Executive,Jacksonville,Southern,Construction,112,19,0064400000mpH1hAAE,1,29,1,3/30/2018
p0-3,200,0,200,Senior Account Executive,Houston,Red River,Consulting,345,32,0064400000mph84AAA,1,105,3,6/20/2018
p7-9,1000,0,11000,Senior Account Executive,San Antonio,Red River,Software Development & Design,1700,63,0064400000mphcNAAQ,1,253,9,12/28/2018
p0-3,67050,0,NULL,Hardware Consultant/Sales,Grand Rapids,Mid Western,Consulting,128,32,0064400000mphfMAAQ,1,37,2,5/7/2018
p13+,250,0,250,Customer Success Manager,Support,Customer Success,Technology,2,23,0064400000mphTBAAY,1,790,26,5/29/2020
p0-3,3108,0,500,Senior Account Executive,Long Island,New York,Finance,4,35,0064400000mpKaaAAE,1,18,2,4/2/2018
p0-3,297,1,NULL,NULL,Cleveland,Mid Western,Manufacturing,1100,58,0064400000mpKc7AAE,1,19,0,2/20/2018
p10-12,1088,0,500,Senior Account Executive,Los Angeles,SoCal,Community Colleges,800,35,0062S00000yxhSeQAI,0,0,1,12/30/2021
p0-3,6392,0,1000,Senior Account Executive,Washington DC,Mid Atlantic,Electronics,24000,66,0062S00000yxhW7QAI,0,0,1,4/30/2021
p0-3,104,1,55,Senior Account Executive,Atlanta,Southern,Retail,1214,94,0062S00000yxJG5QAM,1,36,2,3/8/2021
p7-9,500,0,500,Senior Account Executive,Newark,New York,Education,3778,30,0062S00000yxJKgQAM,0,0,2,9/30/2021
p0-3,477,0,300,Account Executive,Inside Sales,SMB,Water & Sewer Utilities,515,33,0062S00000yxJQtQAM,1,0,2,3/17/2021
p0-3,390,0,200,Channel Account Manager,Partnership,Channel Sales,Retail,12,23,0062S00000yxfFiQAI,0,0,1,3/31/2021
p0-3,1022,1,100,Account Executive,Inside Sales,SMB,Transportation,600,33,0062S00000yxfgjQAA,1,11,1,3/11/2021
p4-6,500,0,500,Senior Account Executive,San Diego,SoCal,Manufacturing,1700,80,0062S00000yxfH5QAI,0,0,1,6/30/2021
p0-3,900,0,300,Senior Account Executive,San Diego,SoCal,Education,24400,60,0062S00000yxfV2QAI,0,0,1,4/30/2021
p10-12,1290,0,1634,Senior Account Executive,Atlanta,Southern,Retail,27930,92,0062S00000yxg8dQAA,0,306,1,12/31/2021
p0-3,500,0,500,Senior Account Executive,Boston,New England,Insurance,2373,81,0062S00000yxgBDQAY,0,0,1,5/31/2021
p4-6,500,0,500,Enterprise Account Executive,Enterprise,Enterprise,Finance,55311,96,0062S00000yxgjKQAQ,0,0,1,6/30/2021
p0-3,807,0,807,Senior Account Executive,Washington DC,Mid Atlantic,Business Services,487,30,0062S00000yxH9lQAE,0,0,2,3/31/2021
p0-3,52,1,0,Senior Channel Account Manager,Partnership,Channel Sales,Telecommunications,170,35,0062S00000yxh9wQAA,1,0,0,2/17/2021
p0-3,1570,0,1571,Senior Account Executive,Oklahoma City,Rocky Mountain,Energy,1040,73,0062S00000yxhaTQAQ,0,0,1,3/31/2021
p7-9,1,0,1,DCR Specialist,Support,Customer Success,Education,479,32,0064400000mpOhDAAU,1,193,9,11/30/2018
p4-6,809,0,817,Senior Account Executive,Dallas,Red River,Technology,9279,57,0064400000mpoKYAAY,1,111,4,7/20/2018
p4-6,218,1,100,Internal Accounts Manager,Support,Customer Success,Engineering,125,28,0064400000mpOmNAAU,1,6,4,6/7/2018
p0-3,800,0,500,Senior Account Executive,Cincinnati,Mid Western,Manufacturing,373,47,0064400000mpOuHAAU,1,36,2,4/5/2018
p0-3,30761,0,30761,Senior Account Executive,Tampa,Southern,Other,1850,68,0064400000mpQgdAAE,1,0,3,5/1/2018
p0-3,1000,0,1000,Senior Account Executive,Tampa,Southern,Finance,184235,28,0064400000mpqiqAAA,1,0,2,5/12/2018
p13+,150,0,NULL,Senior Account Executive,Birmingham,Southern,Government,65,24,0064400000mpQMYAA2,1,313,13,3/31/2019
p0-3,3807,1,1000,Senior Account Executive,Louisville,Coastal,Banking,325,59,0064400000mpQOjAAM,1,16,1,3/31/2018
p0-3,251,1,322,NULL,Inside Sales,SMB,Education,190,26,0064400000mpRGMAA2,1,53,3,5/23/2018
p13+,300,0,300,Senior Account Executive,Cincinnati,Mid Western,Education,4500,65,0064400000mprs3AAA,1,740,27,6/22/2020
p0-3,1417,0,1626,Senior Account Executive,Cleveland,Mid Western,Manufacturing,27500,100,0064400000mpRsNAAU,1,37,3,5/7/2018
p0-3,328,1,466,Senior Account Executive,Dallas,Red River,Consulting,4,22,0064400000mpRwtAAE,1,52,3,5/22/2018
p0-3,500,0,NULL,Market & Territory Strategist,Grand Rapids,Mid Western,Consulting,20,23,0064400000mpSpFAAU,1,0,3,5/31/2018
p13+,2080,0,2080,Senior Account Executive,Chattanooga,Coastal,Retail,4700,83,0064400000mpstMAAQ,1,488,16,7/31/2019
p0-3,500,0,500,Senior Account Executive,Charlotte,Coastal,Education,3778,30,0064400000mpTaaAAE,1,0,1,3/1/2018
p13+,1031,0,500,Senior Account Executive,Columbus,Mid Western,Government,523,33,0064400000mpTKSAA2,1,271,13,3/28/2019
p13+,1000,0,1000,Senior Account Executive,Oklahoma City,Rocky Mountain,Energy,4400,73,0064400000mpttwAAA,1,824,28,7/2/2020
p13+,500,0,500,Senior Account Executive,Houston,Red River,Healthcare,14000,73,0064400000mpu7FAAQ,1,723,24,3/23/2020
p13+,200,0,200,Senior Account Executive,Cincinnati,Mid Western,Manufacturing,373,47,0064400000mpV8XAAU,1,872,29,7/19/2020
p0-3,876,0,NULL,Director of Channel Sales,Enterprise,Enterprise,Community Colleges,1888,47,0064400000mpvnHAAQ,1,0,1,4/30/2018
p0-3,964,0,500,Customer Success Manager,Partnership,Channel Sales,Other,280,63,0062S00000xJ4WOQA0,1,15,2,12/15/2020
p4-6,2500,0,2500,Senior Account Executive,Dallas,Red River,Utilities,5600,72,0062S00000xJ59kQAC,1,0,5,3/31/2021
p0-3,500,0,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Chemicals,24350,91,0062S00000xJ5RtQAK,1,28,3,1/28/2021
p0-3,2000,0,NULL,Senior Account Executive,Los Angeles,SoCal,Technology,84,35,0062S00000xJ5VbQAK,1,0,1,11/30/2020
p0-3,1,0,500,Senior Account Executive,Detroit,Mid Western,Motorcycle Manufacturing,4200,67,0062S00000xJ06CQAS,1,30,1,11/30/2020
p0-3,500,0,500,NULL,Grand Rapids,Mid Western,Healthcare,1244,61,0062S00000xJ0DhQAK,0,0,5,10/30/2020
p0-3,1185,1,500,Senior Account Executive,Dallas,Red River,Manufacturing,17000,95,0062S00000xJ0pMQAS,1,2,1,11/18/2020
p10-12,300,0,NULL,Account Executive,Inside Sales,SMB,Healthcare,19,52,0062S00000xJ1WBQA0,1,0,12,10/31/2021
p0-3,155,1,500,Senior Account Executive,Orlando,Southern,Education,25000,93,0062S00000xJ1ZZQA0,1,12,3,1/12/2021
p13+,500,0,500,Senior Account Executive,Charlotte,Coastal,Chemicals,23500,94,0062S00000xJ214QAC,0,0,5,12/31/2021
p0-3,500,0,500,Senior Account Executive,Hartford,New England,Biotechnology,1800,32,0062S00000xJ2OmQAK,1,0,0,10/30/2020
p0-3,50,0,50,Senior Account Executive,San Antonio,Red River,Technology,7552,85,0062S00000xJ2s3QAC,1,0,2,12/31/2020
p13+,500,0,500,Senior Account Executive,Hartford,New England,Construction,3362,72,0062S00000xJ3zZQAS,0,0,5,10/31/2022
p4-6,707,0,205,Senior Account Executive,Birmingham,Southern,Retail,2,30,0062S00000xJ4OKQA0,1,0,4,2/24/2021
p7-9,1500,0,1500,Senior Account Executive,Baltimore,Mid Atlantic,Colleges & Universities,3854,56,0062S00000xJrjQQAS,0,273,3,9/30/2021
p10-12,500,0,NULL,Senior Account Executive,Newark,New York,Healthcare,24600,94,0062S00000xJRktQAG,1,0,12,11/30/2021
p0-3,140,1,100,Senior Account Executive,Minneapolis,Central,Other,50,24,0062S00000xJsChQAK,1,0,0,12/30/2020
p7-9,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Technology,400,37,0062S00000xJsCrQAK,0,0,3,7/31/2021
p7-9,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Technology,400,37,0062S00000xJsF2QAK,0,0,3,9/30/2021
p0-3,1000,0,NULL,Senior Account Executive,Los Angeles,SoCal,Community Colleges,1414,41,0062S00000xJSN7QAO,1,0,2,1/31/2021
p0-3,500,0,NULL,Senior Account Executive,Los Angeles,SoCal,Oil & Gas Exploration & Production,1350,73,0062S00000xJsrfQAC,1,0,2,2/28/2021
p0-3,1075,1,1000,Senior Account Executive,Atlanta,Southern,Retail,27930,92,0062S00000xJsSuQAK,1,0,0,12/14/2020
p0-3,3772,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Defense & Aerospace,1369022,58,0062S00000xJTflQAG,1,0,1,12/20/2020
p0-3,755,1,0,Senior Account Executive,Grand Rapids,Mid Western,Finance,2000,27,0062S00000xJtgnQAC,1,18,1,1/18/2021
p0-3,384,0,384,Senior Account Executive,Baltimore,Mid Atlantic,Technology,1813,48,0062S00000xJ23eQAC,1,86,3,1/25/2021
p7-9,1000,0,1000,Senior Account Executive,Richmond,Coastal,Government,5000,63,0062S00000xJ28PQAS,0,0,5,7/30/2021
p7-9,500,0,500,Account Executive,Cleveland,Mid Western,Manufacturing,27500,100,0062S00000xJ2BsQAK,0,0,5,5/31/2021
p7-9,500,0,500,Senior Account Executive,Boston,New England,Consulting,8000,50,0062S00000xJ2gvQAC,0,0,5,7/30/2021
p0-3,3571,0,3571,Senior Account Executive,Los Angeles,SoCal,Telecommunications,1000,72,0062S00000xJ2pnQAC,1,0,0,10/30/2020
p13+,500,0,500,Senior Account Executive,Milwaukee,Central,Chemicals,240,30,0062S00000xJ2ryQAC,0,0,5,9/30/2022
p7-9,100,0,100,Senior Account Executive,Minneapolis,Central,Insurance,5000,25,0062S00000xJ1wdQAC,0,181,5,6/30/2021
p10-12,500,0,500,Customer Success Manager,Support,Customer Success,Public Schools K-12,730,35,0062S00000xJ22gQAC,0,0,5,10/31/2021
p0-3,50,0,50,Senior Account Executive,San Antonio,Red River,Technology,7552,85,0062S00000xJ2rFQAS,1,0,2,12/31/2020
p0-3,1180,1,1957,NULL,Newark,New York,Manufacturing,1159,58,0062S00000xJ33VQAS,1,19,2,12/19/2020
p0-3,1772,1,3790,Senior Account Executive,Pittsburgh,Mid Atlantic,Consulting,200,21,0062S00000xJ3BzQAK,1,83,3,1/22/2021
p0-3,414,0,NULL,Customer Success Manager,Partnership,Channel Sales,Building Material Dealers,400,33,0062S00000xJ4akQAC,1,0,0,10/19/2020
p4-6,1000,0,500,Senior Account Executive,Baltimore,Mid Atlantic,Insurance,6000,81,0062S00000xJ4CnQAK,1,103,4,2/11/2021
p13+,2000,0,2000,NULL,Grand Rapids,Mid Western,Education,8061,56,0062S00000xIz8CQAS,0,0,5,12/31/2021
p0-3,6596,1,6596,Senior Account Executive,Boston,New England,Life Insurance Carriers,27091,96,0062S00000xIZd0QAG,1,1,1,10/30/2020
p0-3,500,0,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Banks & Credit Unions,1033,59,0062S00000xIzRnQAK,1,19,3,1/19/2021
p0-3,264,0,272,Senior Account Executive,Nashville,Coastal,Construction,3,15,0062S00000xIZTjQAO,1,0,0,9/18/2020
p10-12,500,0,500,Senior Account Executive,Charlotte,Coastal,Consulting,800,41,0062S00000xJ150QAC,0,0,5,10/31/2021
p0-3,500,0,500,Senior Account Executive,Miami,Southern,Government,2019,19,0062S00000xJ1d2QAC,0,0,5,12/31/2020
p0-3,2117,0,1000,Senior Account Executive,Miami,Southern,Government,550,23,0062S00000xJ1FKQA0,1,5,3,1/5/2021
p0-3,82,1,40,Customer Success Manager,Support,Customer Success,Machinery,35,23,0062S00000xJ1u3QAC,1,1,0,10/16/2020
p0-3,340,1,340,Senior Account Executive,Nashville,Coastal,Healthcare,80,27,0062S00000xI3QMQA0,1,0,0,8/31/2020
p4-6,500,0,NULL,Senior Account Executive,Newark,New York,Computer Software,519,39,0062S00000xI4glQAC,1,0,4,12/21/2020
p4-6,205,0,205,Customer Success Manager,Support,Customer Success,Education,1888,49,0062S00000xI4sRQAS,1,164,6,2/11/2021
p4-6,500,0,500,Sales Development Representative,Grand Rapids,Mid Western,Manufacturing,3750,80,0062S00000xI4zNQAS,0,0,7,2/28/2021
p4-6,500,0,500,Senior Account Executive,Dallas,Red River,Nuclear Power Generation,1350,55,0062S00000xI55uQAC,1,59,6,2/28/2021
p0-3,18400,0,NULL,Hardware Consultant/Sales,Support,Customer Success,Banking,3800,81,0062S00000xI5h0QAC,1,84,3,11/23/2020
p0-3,378,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Consulting,1812,58,0062S00000xI5irQAC,1,3,1,9/3/2020
p0-3,247,1,224,Senior Account Executive,Milwaukee,Central,Retail,120,20,0062S00000xI69sQAC,1,13,2,10/13/2020
p0-3,1368,0,500,Senior Account Executive,Newark,New York,Telecom / Communication Services,144500,94,0062S00000xI6fjQAC,1,53,2,10/23/2020
p13+,300,0,300,"Sales Manager, SMB",Inside Sales,SMB,Healthcare,99,27,0062S00000xI7iyQAC,0,0,7,8/31/2022
p0-3,328,1,328,Senior Account Executive,Cleveland,Mid Western,Machinery,220,30,0062S00000xI8cmQAC,1,9,0,8/27/2020
p7-9,500,0,500,Senior Account Executive,Miami,Southern,Government,6500,19,0062S00000xI8rIQAS,0,89,7,4/30/2021
p4-6,218,1,319,Account Executive,Inside Sales,SMB,Manufacturing,340,34,0062S00000xI8tPQAS,1,110,5,1/18/2021
p13+,492,0,300,Senior Account Executive,San Diego,SoCal,Government,1441,47,0062S00000xI8xuQAC,0,123,7,10/31/2021
p4-6,500,0,500,Revenue Operations Team Lead,Grand Rapids,Mid Western,IT Services,2,23,0062S00000xI9f8QAC,0,0,7,12/31/2020
p0-3,60,1,50,Customer Success Manager,Support,Customer Success,Technology,8,27,0062S00000xI9tFQAS,1,0,0,8/31/2020
p4-6,500,0,500,Senior Account Executive,Dallas,Red River,Public Schools K-12,1000,47,0062S00000xI9w9QAC,1,117,6,2/24/2021
p0-3,1332,0,NULL,NULL,Grand Rapids,Mid Western,international affairs,31000,43,0062S00000xIa2yQAC,0,0,6,11/30/2020
p7-9,500,0,500,Senior Account Executive,Newark,New York,Consulting,628,48,0062S00000vXoTBQA0,1,174,7,12/21/2020
p4-6,300,0,300,Account Executive,Inside Sales,SMB,Education,1500,39,0062S00000xeaPYQAY,0,0,0,7/31/2021
p10-12,1000,0,1000,Senior Account Executive,Hartford,New England,Hospitals,2000,70,0062S00000xeas6QAA,0,0,0,3/31/2022
p0-3,500,0,500,Senior Account Executive,Dallas,Red River,Manufacturing,400,34,0062S00000xeaxkQAA,0,0,0,4/30/2021
p0-3,300,0,300,Account Executive,Inside Sales,SMB,Technology,100,23,0062S00000xeayEQAQ,0,0,0,3/31/2021
p7-9,500,0,500,Sales Development Representative,Denver,Rocky Mountain,Education,88,56,0062S00000xeBoYQAU,0,0,1,10/31/2021
p4-6,500,0,500,Senior Account Executive,Denver,Rocky Mountain,Hospitals,497,42,0062S00000xebsqQAA,0,0,0,9/30/2021
p0-3,17,1,500,Senior Account Executive,San Diego,SoCal,Other,2990,79,0062S00000xeBVlQAM,1,6,1,3/8/2021
p0-3,500,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Electronics,24000,66,0062S00000xebYIQAY,0,0,0,4/30/2021
p0-3,213,0,0,Senior Account Executive,Raleigh,Coastal,Education,1200,26,0062S00000vYWhfQAG,1,8,3,10/8/2020
p0-3,4095,1,3900,Senior Account Executive,Oklahoma City,Rocky Mountain,Healthcare,1000,54,0062S00000vYXXvQAO,1,31,3,10/31/2020
p10-12,300,0,300,Sales Development Intern,Grand Rapids,Mid Western,Chemicals,550,37,0062S00000vYY7XQAW,0,0,8,7/31/2021
p7-9,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Public Schools K-12,1150,49,0062S00000vYYdDQAW,0,212,8,4/30/2021
p0-3,75,0,300,Account Executive,Inside Sales,SMB,Banking,159,29,0062S00000vYYjzQAG,1,14,3,10/14/2020
p13+,88,0,69,Enterprise Account Executive,Enterprise,Enterprise,Retail,1105,79,0062S00000vYYUkQAO,0,560,8,5/15/2022
p4-6,500,0,NULL,Senior Account Executive,Newark,New York,Retail,2600,44,0062S00000vYYYDQA4,1,13,6,1/13/2021
p0-3,136,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Engineering,370,23,0062S00000xea6SQAQ,0,0,0,4/30/2021
p4-6,621,1,361,Senior Account Executive,Orlando,Southern,Retail,500,54,0062S00000vNSPqQAO,1,123,5,7/31/2020
p0-3,4352,0,500,Senior Account Executive,Nashville,Coastal,Government,1936,19,0062S00000vNTB1QAO,1,20,2,4/20/2020
p10-12,700,0,775,Senior Account Executive,Newark,New York,Telecommunications,1047,72,0062S00000vNtHlQAK,1,281,11,2/5/2021
p0-3,549,1,801,Account Executive,St Louis,Central,Healthcare,261,31,0062S00000vNTNgQAO,1,2,0,2/26/2020
p0-3,14,1,NULL,Senior Account Executive,Newark,New York,Retail,37500,94,0062S00000vNUfEQAW,1,0,0,2/11/2020
p4-6,1364,0,200,Account Executive,Chicago,Central,Consulting,375,32,0062S00000vNUQWQA4,1,27,6,8/27/2020
p0-3,8883,1,7718,Senior Account Executive,Orlando,Southern,Healthcare,10000,98,0062S00000vNuWhQAK,1,0,0,3/31/2020
p10-12,500,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Business Services,487,30,0062S00000vNuz5QAC,1,82,10,1/21/2021
p0-3,536,1,587,Account Executive,St Louis,Central,Consulting,1200,48,0062S00000vNvcRQAS,1,2,0,3/12/2020
p13+,300,0,300,Sales Development Representative,Inside Sales,SMB,Manufacturing,47541,44,0062S00000vNW0VQAW,0,181,13,6/30/2021
p0-3,200,0,NULL,Account Executive,Chicago,Central,Government,600,33,0062S00000vNW2HQAW,1,0,0,2/12/2020
p0-3,4362,1,4361,Enterprise Account Executive,Enterprise,Enterprise,Software Development & Design,1700,63,0062S00000vNWfYQAW,1,1,0,2/28/2020
p0-3,1134,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Federal,10000,58,0062S00000vNxbZQAS,1,0,0,3/31/2020
p0-3,282,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Defense & Aerospace,1369022,58,0062S00000vNyAtQAK,1,0,2,5/31/2020
p0-3,500,0,500,Senior Account Executive,Dallas,Red River,Utilities,8860,72,0062S00000vNYEZQA4,1,19,3,5/19/2020
p0-3,2450,0,NULL,Hardware Consultant/Sales,Support,Customer Success,Manufacturing,65570,95,0062S00000tzGQ2QAM,1,21,1,11/21/2019
p0-3,5536,0,3000,Senior Account Executive,Tampa,Southern,Retail,2100,63,0062S00000tzh4qQAA,1,0,3,2/28/2020
p0-3,583,0,NULL,Senior Account Executive,Jacksonville,Southern,Healthcare,1300,61,0062S00000tzHpwQAE,1,0,0,10/18/2019
p0-3,312,1,250,Account Executive Team Lead,Inside Sales,SMB,Machinery,370,34,0062S00000tzht5QAA,1,8,0,11/20/2019
p10-12,500,0,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Finance,1850,52,0062S00000tzHvLQAU,1,209,12,10/27/2020
p0-3,991,0,500,Senior Account Executive,Dallas,Red River,Technology,30,23,0062S00000tziHQQAY,1,0,1,12/11/2019
p0-3,100,0,100,Senior Account Executive,Charlotte,Coastal,Other,4500,48,0062S00000tziv6QAA,1,0,2,1/16/2020
p0-3,551,1,0,Senior Account Executive,Enterprise,Enterprise,Ambulatory Health Care Services,1300,54,0062S00000tzjGYQAY,1,33,2,1/2/2020
p0-3,500,0,500,Senior Account Executive,Richmond,Coastal,Education,948,37,0062S00000tzJPWQA2,1,0,1,11/18/2019
p0-3,761,0,500,Senior Account Executive,Richmond,Coastal,Finance,300,35,0062S00000vMueIQAS,1,0,2,3/27/2020
p7-9,500,0,500,Senior Account Executive,Detroit,Mid Western,IT Services,8600,80,0062S00000vMuwbQAC,1,0,9,10/9/2020
p4-6,300,0,NULL,Account Executive,Cleveland,Mid Western,Insurance,2260,81,0062S00000vMvDNQA0,1,83,5,6/22/2020
p7-9,2058,0,1570,Senior Account Executive,Richmond,Coastal,Engineering,500,32,0062S00000vMw2fQAC,1,205,8,9/20/2020
p0-3,500,0,500,NULL,Dallas,Red River,Lending,900,68,0062S00000vMw4bQAC,1,30,3,4/30/2020
p0-3,500,0,500,NULL,Dallas,Red River,Lending,900,68,0062S00000vMw4lQAC,1,30,3,4/30/2020
p0-3,500,0,500,NULL,Dallas,Red River,Lending,900,68,0062S00000vMw4WQAS,1,61,3,4/30/2020
p0-3,1071,1,1071,Senior Account Executive,Minneapolis,Central,Manufacturing,4160,80,0062S00000vMwvLQAS,1,2,0,1/16/2020
p0-3,138,1,0,Customer Success Manager,Support,Customer Success,Government,97,24,0062S00000vMxbRQAS,1,1,0,1/31/2020
p7-9,300,0,NULL,Account Executive,Newark,New York,Hospitals / Health Care,189319,98,0062S00000vMxoGQAS,1,0,8,9/11/2020
p0-3,250,0,500,Senior Account Executive,Cleveland,Mid Western,Agriculture,8000,79,0062S00000vMyiiQAC,1,0,0,1/29/2020
p7-9,1268,0,7500,Senior Account Executive,Newark,New York,Staffing & Recruiting,21300,81,0062S00000vMykAQAS,1,119,9,10/27/2020
p0-3,907,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Education,400,30,0062S00000vMyn9QAC,1,41,1,2/26/2020
p13+,4422,0,5558,Senior Account Executive,Washington DC,Mid Atlantic,Higher Education,5600,65,0062S00000txnGXQAY,1,333,13,9/28/2020
p4-6,500,0,500,Senior Account Executive,Boston,New England,Other,5615,50,0062S00000txNldQAE,1,62,6,1/31/2020
p0-3,200,0,200,Internal Accounts Manager,Support,Customer Success,Transportation,1130,47,0062S00000txnNJQAY,1,0,0,8/31/2019
p0-3,1000,0,1000,Internal Partnership Manager,Partnership,Channel Sales,Retail,11,19,0062S00000txnvpQAA,1,49,2,10/4/2019
p0-3,36,1,0,Senior Account Executive,Detroit,Mid Western,Engineering,1600,63,0062S00000txnwJQAQ,1,24,2,10/31/2019
p0-3,193,1,670,Senior Account Executive,Washington DC,Mid Atlantic,Government,13000,58,0062S00000txoA1QAI,1,27,3,11/27/2019
p4-6,1000,0,NULL,Purchasing Agent,Grand Rapids,Mid Western,Transportation,101,31,0062S00000txoFzQAI,1,0,4,12/31/2019
p0-3,587,0,500,Senior Account Executive,Hartford,New England,Managed Application & Network Services,1000,56,0062S00000txoXoQAI,1,30,1,9/30/2019
p7-9,106,0,106,Customer Success Manager,Partnership,Channel Sales,Consulting,30,28,0062S00000txoYIQAY,1,241,9,5/28/2020
p0-3,1409,0,NULL,Hardware Consultant/Sales,Support,Customer Success,Machinery,850,67,0062S00000sNKhfQAG,1,0,0,4/30/2019
p7-9,300,0,300,Customer Success Manager,Support,Customer Success,Retail,95,26,0062S00000sNKIBQA4,1,5,9,1/6/2020
p4-6,820,0,550,NULL,Grand Rapids,Mid Western,Wholesaler,20,23,0062S00000sNKrpQAG,0,169,23,10/31/2019
p10-12,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Healthcare,1000,52,0062S00000sNKuyQAG,1,171,10,2/17/2020
